Gene Name,Transcript Name,Description
Phvul.004G028500,Phvul.004G028500.1,PTHR10641//PTHR10641:SF530 - MYB-LIKE DNA-BINDING PROTEIN MYB // SUBFAMILY NOT NAMED (1 of 2)
Phvul.011G154700,Phvul.011G154700.1,
Phvul.010G052600,Phvul.010G052600.2,K19041 - E3 ubiquitin-protein ligase RNF38/44 [EC:6.3.2.19] (RNF38_44)  (1 of 9)
Phvul.007G248500,Phvul.007G248500.1,"PTHR10209//PTHR10209:SF182 - OXIDOREDUCTASE, 2OG-FE II  OXYGENASE FAMILY PROTEIN // SUBFAMILY NOT NAMED (1 of 7)"
Phvul.009G040000,Phvul.009G040000.1,
Phvul.011G190400,Phvul.011G190400.1,"K15451 - tRNA wybutosine-synthesizing protein 4 [EC:2.1.1.290 2.3.1.231] (PPM2, LCMT2, TYW4)  (1 of 1)"
Phvul.003G133000,Phvul.003G133000.1,2.3.1.158//2.3.1.20 - Phospholipid:diacylglycerol acyltransferase / PDAT // Diacylglycerol O-acyltransferase / Diglyceride acyltransferase (1 of 3)
Phvul.009G058600,Phvul.009G058600.2,PTHR11911 - INOSINE-5-MONOPHOSPHATE DEHYDROGENASE RELATED (1 of 6)
Phvul.005G102000,Phvul.005G102000.2,"K05863 - solute carrier family 25 (mitochondrial adenine nucleotide translocator), member 4/5/6/31 (SLC25A4S, ANT)  (1 of 7)"
Phvul.007G244900,Phvul.007G244900.1,PTHR11817//PTHR11817:SF33 - PYRUVATE KINASE // SUBFAMILY NOT NAMED (1 of 4)
Phvul.002G234312,Phvul.002G234312.1,PTHR16166//PTHR16166:SF100 - VACUOLAR PROTEIN SORTING-ASSOCIATED PROTEIN  VPS13 // SUBFAMILY NOT NAMED (1 of 2)
Phvul.004G059400,Phvul.004G059400.1,"K18156 - mitochondrial inner membrane protease ATP23 [EC:3.4.24.-] (ATP23, XRCC6BP1)  (1 of 3)"
Phvul.005G123200,Phvul.005G123200.1,PF11250 - Fantastic Four meristem regulator (FAF)  (1 of 11)
Phvul.003G202500,Phvul.003G202500.1,
Phvul.002G117600,Phvul.002G117600.1,PTHR13954 - IRE1-RELATED (1 of 2)
Phvul.010G112000,Phvul.010G112000.2,
Phvul.010G000100,Phvul.010G000100.2,
Phvul.011G157800,Phvul.011G157800.1,PTHR12313:SF2 - E3 UBIQUITIN-PROTEIN LIGASE RMA3 (1 of 1)
Phvul.008G165600,Phvul.008G165600.1,
Phvul.010G146000,Phvul.010G146000.1,PF05553 - Cotton fibre expressed protein (DUF761)  (1 of 36)
Phvul.005G163400,Phvul.005G163400.1,PTHR27003:SF105 - LEUCINE-RICH REPEAT PROTEIN KINASE-RELATED (1 of 25)
Phvul.010G065100,Phvul.010G065100.5,
Phvul.003G119000,Phvul.003G119000.1,"PTHR11214:SF131 - BETA-1,3-GALACTOSYLTRANSFERASE 16-RELATED (1 of 1)"
Phvul.003G133100,Phvul.003G133100.1,PTHR12632//PTHR12632:SF8 - TRANSCRIPTION FACTOR NF-Y ALPHA-RELATED // SUBFAMILY NOT NAMED (1 of 1)
Phvul.011G053300,Phvul.011G053300.1,
Phvul.007G199500,Phvul.007G199500.7,
Phvul.006G213300,Phvul.006G213300.1,PTHR34661:SF1 - F9H16.15 PROTEIN (1 of 1)
Phvul.006G211500,Phvul.006G211500.1,"K12181 - COP9 signalosome complex subunit 8 (COPS8, CSN8)  (1 of 1)"
Phvul.007G053900,Phvul.007G053900.1,K09142 - hypothetical protein (K09142)  (1 of 1)
Phvul.002G143700,Phvul.002G143700.1,
Phvul.002G201000,Phvul.002G201000.1,PTHR10315:SF43 - E3 UBIQUITIN-PROTEIN LIGASE (1 of 1)
Phvul.001G037600,Phvul.001G037600.1,"PTHR33193:SF8 - GENOMIC DNA, CHROMOSOME 3, P1 CLONE: MDC16 (1 of 2)"
Phvul.009G029700,Phvul.009G029700.1,PF03168 - Late embryogenesis abundant protein (LEA_2)  (1 of 55)
Phvul.010G144200,Phvul.010G144200.1,3.1.3.2 - Acid phosphatase / Phosphomonoesterase (1 of 34)
Phvul.006G169500,Phvul.006G169500.1,PTHR22835//PTHR22835:SF177 - ZINC FINGER FYVE DOMAIN CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 5)
Phvul.008G047900,Phvul.008G047900.1,PTHR10795//PTHR10795:SF365 - PROPROTEIN CONVERTASE SUBTILISIN/KEXIN // SUBFAMILY NOT NAMED (1 of 4)
Phvul.008G254900,Phvul.008G254900.1,"K14696 - solute carrier family 30 (zinc transporter), member 9 (SLC30A9, ZNT9)  (1 of 1)"
Phvul.003G032800,Phvul.003G032800.1,PTHR13808:SF6 - HISTONE ACETYLTRANSFERASE HAC2 (1 of 1)
Phvul.011G144600,Phvul.011G144600.3,
Phvul.003G079300,Phvul.003G079300.1,PTHR10969:SF43 - AUTOPHAGY-RELATED PROTEIN 8A-RELATED (1 of 3)
Phvul.003G275500,Phvul.003G275500.1,K18670 - dual specificity protein kinase YAK1 [EC:2.7.12.1] (YAK1)  (1 of 1)
Phvul.011G077000,Phvul.011G077000.1,PTHR32077:SF7 - FASCICLIN-LIKE ARABINOGALACTAN PROTEIN 11 (1 of 25)
Phvul.009G112200,Phvul.009G112200.1,PF00069//PF08263//PF13855 - Protein kinase domain (Pkinase)  // Leucine rich repeat N-terminal domain (LRRNT_2)  // Leucine rich repeat (LRR_8)  (1 of 41)
Phvul.011G089500,Phvul.011G089500.3,
Phvul.005G009700,Phvul.005G009700.1,PTHR10366//PTHR10366:SF352 - NAD DEPENDENT EPIMERASE/DEHYDRATASE // SUBFAMILY NOT NAMED (1 of 5)
Phvul.008G279350,Phvul.008G279350.1,
Phvul.008G288700,Phvul.008G288700.1,PTHR13994//PTHR13994:SF15 - NUDIX HYDROLASE RELATED // SUBFAMILY NOT NAMED (1 of 2)
Phvul.009G261400,Phvul.009G261400.1,PTHR14155:SF99 - RING-H2 FINGER PROTEIN ATL3 (1 of 5)
Phvul.009G057700,Phvul.009G057700.1,PTHR12064//PTHR12064:SF35 - ANCIENT CONSERVED DOMAIN PROTEIN-RELATED // SUBFAMILY NOT NAMED (1 of 1)
Phvul.008G110400,Phvul.008G110400.1,PTHR33103:SF4 - EMB (1 of 16)
Phvul.003G290800,Phvul.003G290800.1,PTHR13020 - UBIQUITIN-ASSOCIATED UBA/UBX DOMAIN-CONTAINING (1 of 2)
Phvul.009G157200,Phvul.009G157200.1,PTHR23086:SF33 - PHOSPHATIDYLINOSITOL 4-PHOSPHATE 5-KINASE 1-RELATED (1 of 3)
Phvul.003G138600,Phvul.003G138600.1,PTHR10026//PTHR10026:SF75 - CYCLIN // SUBFAMILY NOT NAMED (1 of 2)
Phvul.003G003126,Phvul.003G003126.1,
Phvul.002G242800,Phvul.002G242800.1,PTHR33199:SF3 - MACPF DOMAIN-CONTAINING PROTEIN CAD1 (1 of 1)
Phvul.011G210200,Phvul.011G210200.1,
Phvul.008G287700,Phvul.008G287700.1,PTHR32077:SF3 - FASCICLIN-LIKE ARABINOGALACTAN PROTEIN 7 (1 of 1)
Phvul.010G155000,Phvul.010G155000.1,PTHR18896:SF11 - PHOSPHOLIPASE D ALPHA 1-RELATED (1 of 5)
Phvul.004G002100,Phvul.004G002100.1,"K02864 - large subunit ribosomal protein L10 (RP-L10, MRPL10, rplJ)  (1 of 1)"
Phvul.009G178600,Phvul.009G178600.1,PF07816 - Protein of unknown function (DUF1645) (DUF1645)  (1 of 14)
Phvul.002G208600,Phvul.002G208600.2,"K12891 - splicing factor, arginine/serine-rich 2 (SFRS2)  (1 of 1)"
Phvul.002G098300,Phvul.002G098300.7,
Phvul.002G092500,Phvul.002G092500.3,
Phvul.005G158300,Phvul.005G158300.2,
Phvul.006G022150,Phvul.006G022150.1,PTHR12549 - JMJC DOMAIN-CONTAINING HISTONE DEMETHYLATION PROTEIN (1 of 9)
Phvul.009G200900,Phvul.009G200900.2,"PTHR31342:SF7 - PROTEIN CHUP1, CHLOROPLASTIC (1 of 3)"
Phvul.007G228600,Phvul.007G228600.1,PTHR22835//PTHR22835:SF216 - ZINC FINGER FYVE DOMAIN CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 2)
Phvul.010G158000,Phvul.010G158000.1,PTHR31414:SF1 - TRANSMEMBRANE PROTEIN DDB_G0292058 (1 of 3)
Phvul.005G118100,Phvul.005G118100.1,K09503 - DnaJ homolog subfamily A member 2 (DNAJA2)  (1 of 3)
Phvul.002G152900,Phvul.002G152900.1,PTHR31867:SF2 - EXPANSIN-A18-RELATED (1 of 2)
Phvul.001G256300,Phvul.001G256300.1,PTHR24012:SF415 - F12A21.10-RELATED (1 of 3)
Phvul.004G074100,Phvul.004G074100.1,PTHR11062:SF51 - EXOSTOSIN FAMILY PROTEIN (1 of 1)
Phvul.008G229800,Phvul.008G229800.3,
Phvul.007G239500,Phvul.007G239500.2,PTHR10545 - DIAMINE N-ACETYLTRANSFERASE (1 of 3)
Phvul.010G084500,Phvul.010G084500.4,
Phvul.001G252200,Phvul.001G252200.1,6.3.5.4 - Asparagine synthase (glutamine-hydrolyzing) / Glutamine-dependent asparagine synthetase (1 of 3)
Phvul.007G178300,Phvul.007G178300.1,
Phvul.006G101500,Phvul.006G101500.2,
Phvul.001G155000,Phvul.001G155000.1,PTHR22811:SF31 - RE49489P (1 of 2)
Phvul.002G145100,Phvul.002G145100.2,
Phvul.009G248800,Phvul.009G248800.1,K11491 - condensin-2 complex subunit D3 (NCAPD3)  (1 of 1)
Phvul.010G134300,Phvul.010G134300.6,
Phvul.005G059400,Phvul.005G059400.2,
Phvul.010G095400,Phvul.010G095400.1,K15095 - (+)-neomenthol dehydrogenase (E1.1.1.208)  (1 of 10)
Phvul.005G132000,Phvul.005G132000.3,
Phvul.005G016600,Phvul.005G016600.2,
Phvul.008G230000,Phvul.008G230000.4,
Phvul.008G068900,Phvul.008G068900.1,
Phvul.008G012100,Phvul.008G012100.1,
Phvul.011G142000,Phvul.011G142000.1,
Phvul.009G196400,Phvul.009G196400.1,
Phvul.009G155800,Phvul.009G155800.2,
Phvul.L005343,Phvul.L005343.1,PTHR21726//PTHR21726:SF39 - PHOSPHATIDYLINOSITOL N-ACETYLGLUCOSAMINYLTRANSFERASE SUBUNIT P  DOWN SYNDROME CRITICAL REGION PROTEIN 5 -RELATED // SUBFAMILY NOT NAMED (1 of 1)
Phvul.003G174500,Phvul.003G174500.1,
Phvul.008G014200,Phvul.008G014200.3,PF01535//PF13041//PF14432 - PPR repeat (PPR)  // PPR repeat family (PPR_2)  // DYW family of nucleic acid deaminases (DYW_deaminase)  (1 of 79)
Phvul.003G287200,Phvul.003G287200.1,4.2.2.23 - Rhamnogalacturonan endolyase / Rhamnogalacturonase B (1 of 5)
Phvul.003G206700,Phvul.003G206700.1,"K11294 - nucleolin (NCL, NSR1)  (1 of 6)"
Phvul.003G142600,Phvul.003G142600.1,
Phvul.L008443,Phvul.L008443.1,"K03872 - transcription elongation factor B, polypeptide 1 (TCEB1)  (1 of 1)"
Phvul.004G073900,Phvul.004G073900.1,"K12591 - exosome complex exonuclease RRP6 (RRP6, EXOSC10)  (1 of 2)"
Phvul.006G168600,Phvul.006G168600.1,PF04520 - Senescence regulator (Senescence_reg)  (1 of 16)
Phvul.008G147900,Phvul.008G147900.1,PF14577 - Sieve element occlusion C-terminus (SEO_C)  (1 of 14)
Phvul.008G025100,Phvul.008G025100.2,
Phvul.009G112100,Phvul.009G112100.2,PTHR22950//PTHR22950:SF208 - AMINO ACID TRANSPORTER // SUBFAMILY NOT NAMED (1 of 4)
Phvul.007G163200,Phvul.007G163200.1,
Phvul.005G006700,Phvul.005G006700.2,
Phvul.007G167000,Phvul.007G167000.1,
Phvul.008G216900,Phvul.008G216900.1,
Phvul.001G158400,Phvul.001G158400.1,
Phvul.001G060300,Phvul.001G060300.1,PTHR11915//PTHR11915:SF275 - SPECTRIN/FILAMIN RELATED CYTOSKELETAL PROTEIN // SUBFAMILY NOT NAMED (1 of 1)
Phvul.001G188000,Phvul.001G188000.1,PTHR24006:SF453 - BTB/POZ DOMAIN-CONTAINING PROTEIN FBL11 (1 of 1)
Phvul.003G068600,Phvul.003G068600.1,K17255 - Rab GDP dissociation inhibitor (GDI1_2)  (1 of 4)
Phvul.001G038600,Phvul.001G038600.2,
Phvul.007G191200,Phvul.007G191200.3,PTHR11909:SF114 - ADK1 (1 of 1)
Phvul.001G031800,Phvul.001G031800.1,
Phvul.004G058200,Phvul.004G058200.1,K17604 - zinc finger SWIM domain-containing protein 3 (ZSWIM3)  (1 of 6)
Phvul.004G147300,Phvul.004G147300.1,K15544 - RNA polymerase II subunit A C-terminal domain phosphatase SSU72 (SSU72)  (1 of 1)
Phvul.006G061300,Phvul.006G061300.1,PTHR22950:SF228 - AMINO ACID PERMEASE 7-RELATED (1 of 4)
Phvul.008G100500,Phvul.008G100500.2,PTHR11709//PTHR11709:SF70 - MULTI-COPPER OXIDASE // SUBFAMILY NOT NAMED (1 of 2)
Phvul.007G107900,Phvul.007G107900.1,PTHR24356//PTHR24356:SF161 - SERINE/THREONINE-PROTEIN KINASE // SUBFAMILY NOT NAMED (1 of 1)
Phvul.009G166900,Phvul.009G166900.2,
Phvul.007G037100,Phvul.007G037100.1,K15186 - ELL-associated factor (EAF)  (1 of 1)
Phvul.006G058000,Phvul.006G058000.2,
Phvul.009G046900,Phvul.009G046900.1,PF00560//PF07714//PF08263//PF13855 - Leucine Rich Repeat (LRR_1)  // Protein tyrosine kinase (Pkinase_Tyr)  // Leucine rich repeat N-terminal domain (LRRNT_2)  // Leucine rich repeat (LRR_8)  (1 of 10)
Phvul.002G217800,Phvul.002G217800.1,PTHR10334:SF223 - F2J10.6 PROTEIN-RELATED (1 of 5)
Phvul.007G212700,Phvul.007G212700.2,
Phvul.009G244000,Phvul.009G244000.1,PTHR24298:SF61 - CYTOCHROME P450 81D1-RELATED (1 of 13)
Phvul.004G154550,Phvul.004G154550.3,
Phvul.005G091600,Phvul.005G091600.1,
Phvul.002G075000,Phvul.002G075000.1,PTHR23155//PTHR23155:SF505 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 23)
Phvul.005G177000,Phvul.005G177000.2,
Phvul.008G268900,Phvul.008G268900.3,K08741 - DNA mismatch repair protein MSH5 (MSH5)  (1 of 1)
Phvul.008G169900,Phvul.008G169900.1,
Phvul.002G191600,Phvul.002G191600.2,"K13506 - glycerol-3-phosphate O-acyltransferase 3/4 (GPAT3_4, AGPAT9, AGPAT6)  (1 of 5)"
Phvul.002G045700,Phvul.002G045700.1,PTHR24098:SF10 - ACYL-COA N-ACYLTRANSFERASE WITH RING/FYVE/PHD-TYPE ZINC FINGER PROTEIN-RELATED (1 of 2)
Phvul.006G182200,Phvul.006G182200.1,"K03024 - DNA-directed RNA polymerase III subunit RPC7 (RPC7, POLR3G)  (1 of 1)"
Phvul.003G004900,Phvul.003G004900.1,PTHR33524:SF1 - SET DOMAIN-CONTAINING PROTEIN 9 (1 of 1)
Phvul.010G054300,Phvul.010G054300.1,PTHR11017//PTHR11017:SF155 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 24)
Phvul.009G066800,Phvul.009G066800.1,PF02458 - Transferase family (Transferase)  (1 of 94)
Phvul.010G092900,Phvul.010G092900.1,
Phvul.001G040100,Phvul.001G040100.1,PTHR27007:SF24 - L-TYPE LECTIN-DOMAIN CONTAINING RECEPTOR KINASE IX.1-RELATED (1 of 16)
Phvul.008G093600,Phvul.008G093600.1,"PF04398 - Protein of unknown function, DUF538 (DUF538)  (1 of 22)"
Phvul.002G130600,Phvul.002G130600.1,PTHR23155//PTHR23155:SF505 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 23)
Phvul.009G136800,Phvul.009G136800.3,
Phvul.003G108900,Phvul.003G108900.3,
Phvul.005G159600,Phvul.005G159600.1,PTHR11649:SF62 - PROTEIN SEY1 HOMOLOG (1 of 2)
Phvul.009G214800,Phvul.009G214800.1,
Phvul.002G176000,Phvul.002G176000.2,K10730 - ATP-dependent DNA helicase Q4 [EC:3.6.4.12] (RECQL4)  (1 of 1)
Phvul.004G074700,Phvul.004G074700.1,K16223 - protein FLOWERING LOCUS T (FT)  (1 of 3)
Phvul.006G209100,Phvul.006G209100.2,
Phvul.001G159900,Phvul.001G159900.3,K17907 - autophagy-related protein 9 (ATG9)  (1 of 2)
Phvul.006G187900,Phvul.006G187900.2,
Phvul.002G228900,Phvul.002G228900.3,
Phvul.008G257100,Phvul.008G257100.1,PTHR31221:SF20 - WRKY TRANSCRIPTION FACTOR 12-RELATED (1 of 10)
Phvul.008G199800,Phvul.008G199800.1,K11367 - chromodomain-helicase-DNA-binding protein 1 [EC:3.6.4.12] (CHD1)  (1 of 1)
Phvul.005G176400,Phvul.005G176400.1,PF02451 - Nodulin (Nodulin)  (1 of 8)
Phvul.004G174600,Phvul.004G174600.1,PTHR33172:SF2 - EMB (1 of 2)
Phvul.009G037200,Phvul.009G037200.2,
Phvul.008G103800,Phvul.008G103800.1,
Phvul.004G161200,Phvul.004G161200.1,"PF04398 - Protein of unknown function, DUF538 (DUF538)  (1 of 22)"
Phvul.007G168700,Phvul.007G168700.1,PTHR13778:SF5 - GALACTURONOSYLTRANSFERASE-LIKE 4-RELATED (1 of 2)
Phvul.009G152600,Phvul.009G152600.2,
Phvul.007G166300,Phvul.007G166300.1,PTHR32258:SF2 - KINASE INTERACTING PROTEIN 1-LIKE PROTEIN NET3C (1 of 1)
Phvul.009G217000,Phvul.009G217000.2,
Phvul.009G012700,Phvul.009G012700.1,PTHR23421:SF51 - BETA-GALACTOSIDASE 5 (1 of 2)
Phvul.001G243800,Phvul.001G243800.1,PTHR27003:SF102 - SERINE/THREONINE-PROTEIN KINASE-LIKE PROTEIN CCR3-RELATED (1 of 6)
Phvul.004G016600,Phvul.004G016600.1,PF00646//PF07723//PF08387 - F-box domain (F-box)  // Leucine Rich Repeat (LRR_2)  // FBD (FBD)  (1 of 7)
Phvul.006G063500,Phvul.006G063500.1,
Phvul.007G203200,Phvul.007G203200.2,
Phvul.002G307600,Phvul.002G307600.1,K05759 - profilin (PFN)  (1 of 5)
Phvul.006G136700,Phvul.006G136700.1,
Phvul.007G071600,Phvul.007G071600.3,
Phvul.010G089900,Phvul.010G089900.1,PTHR32246:SF20 - BON1-ASSOCIATED PROTEIN 1-RELATED (1 of 9)
Phvul.006G070300,Phvul.006G070300.2,
Phvul.002G252100,Phvul.002G252100.1,"K03294 - basic amino acid/polyamine antiporter, APA family (TC.APA)  (1 of 4)"
Phvul.011G212900,Phvul.011G212900.1,PTHR10593//PTHR10593:SF41 - SERINE/THREONINE-PROTEIN KINASE RIO // SUBFAMILY NOT NAMED (1 of 6)
Phvul.010G145200,Phvul.010G145200.1,
Phvul.009G217600,Phvul.009G217600.1,"K14558 - periodic tryptophan protein 2 (PWP2, UTP1)  (1 of 1)"
Phvul.003G007400,Phvul.003G007400.1,PF02362 - B3 DNA binding domain (B3)  (1 of 72)
Phvul.003G081300,Phvul.003G081300.4,
Phvul.004G077000,Phvul.004G077000.1,"PTHR32227:SF61 - GLUCAN ENDO-1,3-BETA-GLUCOSIDASE 3 (1 of 2)"
Phvul.006G056900,Phvul.006G056900.1,
Phvul.003G225600,Phvul.003G225600.1,3.5.3.26 - (S)-ureidoglycine aminohydrolase (1 of 1)
Phvul.006G022666,Phvul.006G022666.1,PTHR10052//PTHR10052:SF12 - 60S RIBOSOMAL PROTEIN L18A // SUBFAMILY NOT NAMED (1 of 5)
Phvul.007G245833,Phvul.007G245833.1,
Phvul.003G290700,Phvul.003G290700.1,PF07983 - X8 domain (X8)  (1 of 52)
Phvul.002G210800,Phvul.002G210800.1,KOG2296 - Integral membrane protein (1 of 1)
Phvul.001G039500,Phvul.001G039500.1,PTHR12321:SF43 - PHD FINGER PROTEIN ALFIN-LIKE 3 (1 of 1)
Phvul.011G118200,Phvul.011G118200.1,PTHR22835:SF184 - GDSL ESTERASE/LIPASE EXL1-RELATED (1 of 8)
Phvul.002G101900,Phvul.002G101900.1,PTHR11772:SF3 - ASPARAGINE SYNTHETASE DOMAIN-CONTAINING PROTEIN 1 (1 of 1)
Phvul.003G228000,Phvul.003G228000.1,PF01357//PF03330 - Pollen allergen (Pollen_allerg_1)  // Rare lipoprotein A (RlpA)-like double-psi beta-barrel (DPBB_1)  (1 of 37)
Phvul.010G129400,Phvul.010G129400.1,PTHR31636:SF40 - SCARECROW-LIKE PROTEIN 29 (1 of 1)
Phvul.009G090236,Phvul.009G090236.1,
Phvul.009G158101,Phvul.009G158101.1,PTHR33147:SF3 - DEFENSIN-LIKE PROTEIN 6 (1 of 4)
Phvul.011G045200,Phvul.011G045200.1,PTHR11538:SF40 - PHENYLALANINE--TRNA LIGASE ALPHA SUBUNIT (1 of 1)
Phvul.002G068700,Phvul.002G068700.1,PTHR13139 - RING FINGER AND CCCH-TYPE ZINC FINGER DOMAIN-CONTAINING PROTEIN (1 of 3)
Phvul.005G127700,Phvul.005G127700.3,
Phvul.L009743,Phvul.L009743.1,PTHR14155:SF75 - E3 UBIQUITIN LIGASE BIG BROTHER (1 of 3)
Phvul.003G097800,Phvul.003G097800.1,PTHR13778:SF5 - GALACTURONOSYLTRANSFERASE-LIKE 4-RELATED (1 of 2)
Phvul.008G031200,Phvul.008G031200.11,
Phvul.003G036900,Phvul.003G036900.1,PTHR11926:SF379 - F11M15.8 PROTEIN-RELATED (1 of 1)
Phvul.001G027600,Phvul.001G027600.1,PTHR12354 - INTERFERON-RELATED DEVELOPMENTAL REGULATOR (1 of 2)
Phvul.004G153501,Phvul.004G153501.1,PTHR22937:SF18 - F6A14.12 PROTEIN-RELATED (1 of 2)
Phvul.003G294800,Phvul.003G294800.4,
Phvul.003G260600,Phvul.003G260600.1,PTHR24012:SF362 - RNA RECOGNITION MOTIF-CONTAINING PROTEIN (1 of 1)
Phvul.011G188900,Phvul.011G188900.1,PTHR31707:SF21 - PECTINESTERASE/PECTINESTERASE INHIBITOR 25-RELATED (1 of 2)
Phvul.005G126200,Phvul.005G126200.1,PF02238 - Cytochrome c oxidase subunit VIIa (COX7a)  (1 of 2)
Phvul.010G036000,Phvul.010G036000.2,
Phvul.007G082000,Phvul.007G082000.7,
Phvul.005G031500,Phvul.005G031500.1,K09841 - xanthoxin dehydrogenase (ABA2)  (1 of 2)
Phvul.L001638,Phvul.L001638.1,
Phvul.011G212700,Phvul.011G212700.1,
Phvul.008G258100,Phvul.008G258100.1,K00522 - ferritin heavy chain (FTH1)  (1 of 5)
Phvul.008G135500,Phvul.008G135500.2,
Phvul.008G254700,Phvul.008G254700.1,
Phvul.010G016300,Phvul.010G016300.1,PTHR26374:SF167 - TRANSCRIPTIONAL REGULATOR SUPERMAN (1 of 3)
Phvul.009G172900,Phvul.009G172900.2,
Phvul.002G331300,Phvul.002G331300.1,K09560 - suppressor of tumorigenicity protein 13 (ST13)  (1 of 2)
Phvul.002G029400,Phvul.002G029400.1,PTHR14255//PTHR14255:SF11 - ATP-DEPENDENT PROTEASE  CEREBLON // SUBFAMILY NOT NAMED (1 of 2)
Phvul.010G044400,Phvul.010G044400.1,PTHR24015:SF817 - EXPRESSED PROTEIN-RELATED (1 of 2)
Phvul.005G155000,Phvul.005G155000.3,
Phvul.005G037000,Phvul.005G037000.1,PTHR12601:SF6 - CLUSTERED MITOCHONDRIA PROTEIN HOMOLOG (1 of 1)
Phvul.009G091400,Phvul.009G091400.2,
Phvul.L001941,Phvul.L001941.1,"K02918 - large subunit ribosomal protein L35e (RP-L35e, RPL35)  (1 of 3)"
Phvul.004G011700,Phvul.004G011700.1,PTHR23068//PTHR23068:SF12 - DNA  CYTOSINE-5- -METHYLTRANSFERASE 3-RELATED // SUBFAMILY NOT NAMED (1 of 2)
Phvul.007G279950,Phvul.007G279950.1,
Phvul.003G027200,Phvul.003G027200.1,
Phvul.006G096000,Phvul.006G096000.1,KOG1312 - DHHC-type Zn-finger proteins (1 of 1)
Phvul.008G209600,Phvul.008G209600.1,2.10.1.1 - Molybdopterin molybdotransferase (1 of 1)
Phvul.008G267000,Phvul.008G267000.1,
Phvul.011G159500,Phvul.011G159500.1,PF07460 - NUMOD3 motif (2 copies) (NUMOD3)  (1 of 2)
Phvul.001G099600,Phvul.001G099600.1,PTHR30540:SF9 - POTASSIUM TRANSPORTER 4 (1 of 3)
Phvul.008G147800,Phvul.008G147800.1,PTHR31238:SF42 - GERMIN-LIKE PROTEIN SUBFAMILY 1 MEMBER 10-RELATED (1 of 12)
Phvul.009G243300,Phvul.009G243300.1,PTHR14237:SF30 - MITOCHONDRIAL AMIDOXIME-REDUCING COMPONENT 1 (1 of 2)
Phvul.005G039500,Phvul.005G039500.1,PTHR15398 - BROMODOMAIN-CONTAINING PROTEIN 8 (1 of 3)
Phvul.001G104800,Phvul.001G104800.1,PTHR11524:SF11 - 60S RIBOSOMAL PROTEIN L7-1 (1 of 1)
Phvul.006G003200,Phvul.006G003200.3,
Phvul.010G117332,Phvul.010G117332.1,
Phvul.011G067100,Phvul.011G067100.1,4.2.1.134 - Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase (1 of 3)
Phvul.007G208400,Phvul.007G208400.1,PTHR10641:SF465 - MYB TRANSCRIPTION FACTOR (1 of 2)
Phvul.006G142500,Phvul.006G142500.1,"K08272 - calcium binding protein 39 (CAB39, MO25)  (1 of 4)"
Phvul.007G196100,Phvul.007G196100.2,
Phvul.009G045200,Phvul.009G045200.1,PTHR13068//PTHR13068:SF32 - CGI-12 PROTEIN-RELATED // SUBFAMILY NOT NAMED (1 of 1)
Phvul.009G067800,Phvul.009G067800.1,3.5.1.1 - Asparaginase / L-asparagine amidohydrolase (1 of 3)
Phvul.011G045800,Phvul.011G045800.2,
Phvul.002G049700,Phvul.002G049700.1,PTHR31317:SF3 - F2J10.8 PROTEIN-RELATED (1 of 2)
Phvul.007G259400,Phvul.007G259400.1,PTHR33493:SF2 - LATE EMBRYOGENESIS ABUNDANT PROTEIN 4-5 (1 of 3)
Phvul.011G023900,Phvul.011G023900.3,
Phvul.010G060700,Phvul.010G060700.1,1.6.5.3 - NADH:ubiquinone reductase (H(+)-translocating) / Ubiquinone reductase (1 of 30)
Phvul.006G182800,Phvul.006G182800.2,
Phvul.011G002300,Phvul.011G002300.1,PTHR23091:SF253 - GCN5-RELATED N-ACETYLTRANSFERASE (1 of 1)
Phvul.004G169100,Phvul.004G169100.1,PTHR31413:SF2 - AFP HOMOLOG 2 (1 of 1)
Phvul.003G083000,Phvul.003G083000.3,
Phvul.001G194900,Phvul.001G194900.1,PTHR31415:SF4 - HARPIN-INDUCED PROTEIN-LIKE-RELATED (1 of 9)
Phvul.004G127100,Phvul.004G127100.2,
Phvul.009G063500,Phvul.009G063500.1,
Phvul.007G060300,Phvul.007G060300.1,PTHR21091:SF114 - HOMOCYSTEINE S-METHYLTRANSFERASE 3 (1 of 1)
Phvul.002G022800,Phvul.002G022800.1,PTHR24298:SF172 - CYTOCHROME P450 82C2-RELATED (1 of 3)
Phvul.009G089700,Phvul.009G089700.1,PTHR13464 - TRANSCRIPTIONAL REGULATOR PROTEIN HCNGP (1 of 1)
Phvul.007G038500,Phvul.007G038500.1,3.5.1.9 - Arylformamidase / Kynurenine formamidase (1 of 2)
Phvul.009G008800,Phvul.009G008800.2,
Phvul.006G098800,Phvul.006G098800.1,2.3.1.196 - Benzyl alcohol O-benzoyltransferase (1 of 9)
Phvul.L001386,Phvul.L001386.1,"K07512 - mitochondrial trans-2-enoyl-CoA reductase (MECR, NRBF1)  (1 of 1)"
Phvul.003G065200,Phvul.003G065200.5,
